From	To	Edits	Jaro-Winkler	Total Distance	Edit list
conventionist	covfefe	10	0.701	11.2	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, delete 'i' at 8, delete 'o' at 9, replace 'n' at 10 with 'f' (distance 2.24), replace 'i' at 11 with 'e' (distance 5), replace 's' at 12 with 'f' (distance 2), replace 't' at 13 with 'e' (distance 2), 
conventionize	covfefe	9	0.701	10.4	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, delete 'i' at 8, delete 'o' at 9, replace 'n' at 10 with 'f' (distance 2.24), replace 'i' at 11 with 'e' (distance 5), replace 'z' at 12 with 'f' (distance 3.16), 
conventions	covfefe	8	0.716	13.8	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'o' at 9 with 'e' (distance 6), replace 'n' at 10 with 'f' (distance 2.24), replace 's' at 11 with 'e' (distance 1.41), 
convento	covfefe	5	0.752	12.4	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'n' at 6 with 'e' (distance 3.61), replace 't' at 7 with 'f' (distance 1.41), replace 'o' at 8 with 'e' (distance 6), 
convents	covfefe	5	0.752	7.85	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'n' at 6 with 'e' (distance 3.61), replace 't' at 7 with 'f' (distance 1.41), replace 's' at 8 with 'e' (distance 1.41), 
conventual	covfefe	7	0.726	14.5	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, replace 't' at 7 with 'f' (distance 1.41), replace 'u' at 8 with 'e' (distance 4), replace 'a' at 9 with 'f' (distance 3), replace 'l' at 10 with 'e' (distance 6.08), 
conventual's	covfefe	9	0.708	10.5	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, delete 'u' at 8, replace 'a' at 9 with 'f' (distance 3), replace 'l' at 10 with 'e' (distance 6.08), replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
conventually	covfefe	9	0.708	17.1	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, delete 'u' at 8, replace 'a' at 9 with 'f' (distance 3), replace 'l' at 10 with 'e' (distance 6.08), replace 'l' at 11 with 'f' (distance 5), replace 'y' at 12 with 'e' (distance 3), 
conventuals	covfefe	8	0.716	11.8	delete 'n' at 3, delete 'e' at 5, delete 'n' at 6, delete 't' at 7, replace 'u' at 8 with 'f' (distance 3.16), replace 'a' at 9 with 'e' (distance 2.24), replace 'l' at 10 with 'f' (distance 5), replace 's' at 11 with 'e' (distance 1.41), 
converge	covfefe	4	0.824	3.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 'g' at 7 with 'f' (distance 1), 
converged	covfefe	5	0.805	3.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 'g' at 7 with 'f' (distance 1), delete 'd' at 9, 
convergement	covfefe	7	0.768	3.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), replace 'm' at 9 with 'f' (distance 2.24), delete 'n' at 11, delete 't' at 12, 
convergence	covfefe	6	0.778	2.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), 
convergence's	covfefe	8	0.76	2.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), delete ''' at 12, delete 's' at 13, 
convergences	covfefe	7	0.768	2.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), delete 's' at 12, 
convergencies	covfefe	8	0.76	5.12	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, delete 'c' at 10, replace 'i' at 11 with 'f' (distance 4.12), delete 's' at 13, 
convergency	covfefe	7	0.778	5.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), replace 'y' at 11 with 'e' (distance 3), 
convergency's	covfefe	9	0.76	2.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, delete 'c' at 10, delete 'y' at 11, replace ''' at 12 with 'f' (non-letter, distance ignored), replace 's' at 13 with 'e' (distance 1.41), 
convergent	covfefe	6	0.79	5.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), replace 'n' at 9 with 'f' (distance 2.24), replace 't' at 10 with 'e' (distance 2), 
convergently	covfefe	8	0.768	9	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 'n' at 9, delete 't' at 10, replace 'l' at 11 with 'f' (distance 5), replace 'y' at 12 with 'e' (distance 3), 
converges	covfefe	5	0.805	3.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 'g' at 7 with 'f' (distance 1), delete 's' at 9, 
convergescence	covfefe	9	0.752	2.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), delete 's' at 9, delete 'c' at 10, delete 'e' at 11, delete 'n' at 12, replace 'c' at 13 with 'f' (distance 1.41), 
converginerved	covfefe	9	0.752	3.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 'g' at 7, delete 'i' at 8, replace 'n' at 9 with 'f' (distance 2.24), delete 'r' at 11, replace 'v' at 12 with 'f' (distance 1), delete 'd' at 14, 
converging	covfefe	7	0.726	10.5	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 'g' at 7 with 'f' (distance 1), replace 'i' at 8 with 'e' (distance 5), replace 'n' at 9 with 'f' (distance 2.24), replace 'g' at 10 with 'e' (distance 2.24), 
conversable	covfefe	7	0.778	10.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), 
conversableness	covfefe	10	0.746	7.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 'b' at 9, replace 'l' at 10 with 'f' (distance 5), replace 'n' at 12 with 'f' (distance 2.24), delete 's' at 14, delete 's' at 15, 
conversably	covfefe	8	0.716	13.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), replace 'y' at 11 with 'e' (distance 3), 
conversance	covfefe	7	0.778	8.02	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'n' at 9 with 'e' (distance 3.61), replace 'c' at 10 with 'f' (distance 1.41), 
conversance's	covfefe	9	0.76	2.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), replace ''' at 12 with 'f' (non-letter, distance ignored), replace 's' at 13 with 'e' (distance 1.41), 
conversances	covfefe	8	0.768	8.02	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'n' at 9 with 'e' (distance 3.61), replace 'c' at 10 with 'f' (distance 1.41), delete 's' at 12, 
conversancies	covfefe	9	0.701	8.36	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, replace 'n' at 9 with 'f' (distance 2.24), replace 'c' at 10 with 'e' (distance 2), replace 'i' at 11 with 'f' (distance 4.12), delete 's' at 13, 
conversancy	covfefe	8	0.716	11	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'n' at 9 with 'e' (distance 3.61), replace 'c' at 10 with 'f' (distance 1.41), replace 'y' at 11 with 'e' (distance 3), 
conversancy's	covfefe	10	0.701	5.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 'n' at 9, replace 'c' at 10 with 'f' (distance 1.41), replace 'y' at 11 with 'e' (distance 3), replace ''' at 12 with 'f' (non-letter, distance ignored), replace 's' at 13 with 'e' (distance 1.41), 
conversant	covfefe	7	0.726	8.47	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'a' at 8 with 'e' (distance 2.24), replace 'n' at 9 with 'f' (distance 2.24), replace 't' at 10 with 'e' (distance 2), 
conversantly	covfefe	9	0.708	12.2	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, replace 'n' at 9 with 'f' (distance 2.24), replace 't' at 10 with 'e' (distance 2), replace 'l' at 11 with 'f' (distance 5), replace 'y' at 12 with 'e' (distance 3), 
conversation	covfefe	9	0.708	15.1	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, replace 't' at 9 with 'f' (distance 1.41), replace 'i' at 10 with 'e' (distance 5), replace 'o' at 11 with 'f' (distance 5.1), replace 'n' at 12 with 'e' (distance 3.61), 
conversations	covfefe	10	0.701	13.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 't' at 9, replace 'i' at 10 with 'f' (distance 4.12), replace 'o' at 11 with 'e' (distance 6), replace 'n' at 12 with 'f' (distance 2.24), replace 's' at 13 with 'e' (distance 1.41), 
conversative	covfefe	8	0.708	7.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, replace 't' at 9 with 'f' (distance 1.41), replace 'i' at 10 with 'e' (distance 5), replace 'v' at 11 with 'f' (distance 1), 
conversazione	covfefe	9	0.701	12.4	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 'z' at 9, replace 'i' at 10 with 'f' (distance 4.12), replace 'o' at 11 with 'e' (distance 6), replace 'n' at 12 with 'f' (distance 2.24), 
conversazioni	covfefe	10	0.701	17.4	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'a' at 8, delete 'z' at 9, replace 'i' at 10 with 'f' (distance 4.12), replace 'o' at 11 with 'e' (distance 6), replace 'n' at 12 with 'f' (distance 2.24), replace 'i' at 13 with 'e' (distance 5), 
converse	covfefe	4	0.824	4.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), 
converse's	covfefe	6	0.79	3.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace ''' at 9 with 'f' (non-letter, distance ignored), replace 's' at 10 with 'e' (distance 1.41), 
conversed	covfefe	5	0.805	4.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), delete 'd' at 9, 
conversely	covfefe	6	0.79	10	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'l' at 9 with 'f' (distance 5), replace 'y' at 10 with 'e' (distance 3), 
converser	covfefe	5	0.805	4.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), delete 'r' at 9, 
converser's	covfefe	7	0.778	3.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), delete 'r' at 9, replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
conversers	covfefe	6	0.79	4.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'r' at 9 with 'f' (distance 1), replace 's' at 10 with 'e' (distance 1.41), 
converses	covfefe	5	0.805	4.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), delete 's' at 9, 
conversi	covfefe	5	0.752	9.41	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), replace 'i' at 8 with 'e' (distance 5), 
conversible	covfefe	7	0.778	12	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), 
conversing	covfefe	7	0.726	11.5	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'i' at 8 with 'e' (distance 5), replace 'n' at 9 with 'f' (distance 2.24), replace 'g' at 10 with 'e' (distance 2.24), 
conversion	covfefe	7	0.726	15.7	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'i' at 8 with 'e' (distance 5), replace 'o' at 9 with 'f' (distance 5.1), replace 'n' at 10 with 'e' (distance 3.61), 
conversion's	covfefe	9	0.708	10.1	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'i' at 8, replace 'o' at 9 with 'f' (distance 5.1), replace 'n' at 10 with 'e' (distance 3.61), replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
conversional	covfefe	9	0.708	17.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'i' at 8, replace 'o' at 9 with 'f' (distance 5.1), replace 'n' at 10 with 'e' (distance 3.61), replace 'a' at 11 with 'f' (distance 3), replace 'l' at 12 with 'e' (distance 6.08), 
conversionary	covfefe	10	0.701	8.47	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'i' at 8, delete 'o' at 9, replace 'n' at 10 with 'f' (distance 2.24), replace 'a' at 11 with 'e' (distance 2.24), replace 'r' at 12 with 'f' (distance 1), replace 'y' at 13 with 'e' (distance 3), 
conversionism	covfefe	10	0.701	12.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'i' at 8, delete 'o' at 9, replace 'n' at 10 with 'f' (distance 2.24), replace 'i' at 11 with 'e' (distance 5), replace 's' at 12 with 'f' (distance 2), replace 'm' at 13 with 'e' (distance 3.61), 
conversionist	covfefe	10	0.701	11.2	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, delete 'i' at 8, delete 'o' at 9, replace 'n' at 10 with 'f' (distance 2.24), replace 'i' at 11 with 'e' (distance 5), replace 's' at 12 with 'f' (distance 2), replace 't' at 13 with 'e' (distance 2), 
conversions	covfefe	8	0.716	13.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 's' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'o' at 9 with 'e' (distance 6), replace 'n' at 10 with 'f' (distance 2.24), replace 's' at 11 with 'e' (distance 1.41), 
conversive	covfefe	6	0.79	8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'i' at 8 with 'e' (distance 5), replace 'v' at 9 with 'f' (distance 1), 
converso	covfefe	5	0.752	10.4	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 's' at 7 with 'f' (distance 2), replace 'o' at 8 with 'e' (distance 6), 
conversus	covfefe	6	0.738	6.99	delete 'n' at 3, delete 'e' at 5, replace 'r' at 6 with 'f' (distance 1), replace 's' at 7 with 'e' (distance 1.41), replace 'u' at 8 with 'f' (distance 3.16), replace 's' at 9 with 'e' (distance 1.41), 
conversusi	covfefe	7	0.726	13	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 's' at 7 with 'f' (distance 2), replace 'u' at 8 with 'e' (distance 4), replace 's' at 9 with 'f' (distance 2), replace 'i' at 10 with 'e' (distance 5), 
convert	covfefe	4	0.771	6	replace 'n' at 3 with 'v' (distance 2), replace 'v' at 4 with 'f' (distance 1), replace 'r' at 6 with 'f' (distance 1), replace 't' at 7 with 'e' (distance 2), 
convert's	covfefe	6	0.738	4.41	delete 'n' at 3, delete 'e' at 5, replace 'r' at 6 with 'f' (distance 1), replace 't' at 7 with 'e' (distance 2), replace ''' at 8 with 'f' (non-letter, distance ignored), replace 's' at 9 with 'e' (distance 1.41), 
convertable	covfefe	7	0.778	10.8	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, replace 'a' at 8 with 'f' (distance 3), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), 
convertaplane	covfefe	9	0.701	9.47	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, delete 'a' at 8, delete 'p' at 9, replace 'l' at 10 with 'f' (distance 5), replace 'a' at 11 with 'e' (distance 2.24), replace 'n' at 12 with 'f' (distance 2.24), 
converted	covfefe	5	0.805	3.83	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 't' at 7 with 'f' (distance 1.41), delete 'd' at 9, 
convertend	covfefe	6	0.79	4.65	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 't' at 7 with 'f' (distance 1.41), replace 'n' at 9 with 'f' (distance 2.24), replace 'd' at 10 with 'e' (distance 1), 
convertend's	covfefe	8	0.768	2.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 't' at 7 with 'f' (distance 1.41), delete 'n' at 9, delete 'd' at 10, replace ''' at 11 with 'f' (non-letter, distance ignored), replace 's' at 12 with 'e' (distance 1.41), 
convertends	covfefe	7	0.778	3.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 't' at 7 with 'f' (distance 1.41), delete 'n' at 9, replace 'd' at 10 with 'f' (distance 1), replace 's' at 11 with 'e' (distance 1.41), 
converter	covfefe	5	0.805	3.83	delete 'n' at 3, replace 'e' at 5 with 'f' (distance 1.41), replace 'r' at 6 with 'e' (distance 1), replace 't' at 7 with 'f' (distance 1.41), delete 'r' at 9, 
converter's	covfefe	7	0.778	2.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 't' at 7 with 'f' (distance 1.41), delete 'r' at 9, replace ''' at 10 with 'f' (non-letter, distance ignored), replace 's' at 11 with 'e' (distance 1.41), 
converters	covfefe	6	0.79	3.83	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, replace 't' at 7 with 'f' (distance 1.41), replace 'r' at 9 with 'f' (distance 1), replace 's' at 10 with 'e' (distance 1.41), 
convertible	covfefe	7	0.778	12	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), 
convertible's	covfefe	9	0.76	6.41	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, delete 'i' at 8, delete 'b' at 9, replace 'l' at 10 with 'f' (distance 5), replace ''' at 12 with 'f' (non-letter, distance ignored), replace 's' at 13 with 'e' (distance 1.41), 
convertibleness	covfefe	10	0.746	7.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, delete 'i' at 8, delete 'b' at 9, replace 'l' at 10 with 'f' (distance 5), replace 'n' at 12 with 'f' (distance 2.24), delete 's' at 14, delete 's' at 15, 
convertibleness's	covfefe	12	0.736	7.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, delete 'i' at 8, delete 'b' at 9, replace 'l' at 10 with 'f' (distance 5), replace 'n' at 12 with 'f' (distance 2.24), delete 's' at 14, delete 's' at 15, delete ''' at 16, delete 's' at 17, 
convertiblenesses	covfefe	12	0.736	7.24	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, delete 'i' at 8, delete 'b' at 9, replace 'l' at 10 with 'f' (distance 5), replace 'n' at 12 with 'f' (distance 2.24), delete 's' at 14, delete 's' at 15, delete 'e' at 16, delete 's' at 17, 
convertibles	covfefe	8	0.768	12	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), delete 's' at 12, 
convertibly	covfefe	8	0.716	15	delete 'n' at 3, delete 'e' at 5, delete 'r' at 6, delete 't' at 7, replace 'i' at 8 with 'f' (distance 4.12), replace 'b' at 9 with 'e' (distance 2.83), replace 'l' at 10 with 'f' (distance 5), replace 'y' at 11 with 'e' (distance 3), 
